Annaglo	4	1	2018-1	/groups/INVITE/WGBS2018/1-1/FCHMJLJCCXY_L4_APPncfMAAAAAAA-46_1.fq.gz	/groups/INVITE/WGBS2018/1-1/FCHMJLJCCXY_L4_APPncfMAAAAAAA-46_2.fq.gz
Annaglo	5	1	2018-1	/groups/INVITE/WGBS2018/1-1/FCHMJLJCCXY_L5_APPncfMAAAAAAA-46_1.fq.gz	/groups/INVITE/WGBS2018/1-1/FCHMJLJCCXY_L5_APPncfMAAAAAAA-46_2.fq.gz
Mitchgla	7	1	2018-1	/groups/INVITE/WGBS2018/5-1/FCHMJW2CCXY_L7_APPncfMAAAEAAA-53_1.fq.gz	/groups/INVITE/WGBS2018/5-1/FCHMJW2CCXY_L7_APPncfMAAAEAAA-53_2.fq.gz
